trip_id,first_ts,last_ts,type,color,width_ft,n_stops,cams,span_min,match,confidence,path
10d34933a27998cd,2026-07-05T00:02:40,2026-07-05T00:57:26,sedan,gray,3,51,19,54.8,0.88,0.42,"[{""cam"": ""74707723-013b-4bf1-9a8b-c209dbf71984"", ""name"": ""Bushwick Ave @ Gates Ave"", ""t"": 1783209760500, ""lat"": 40.690593, ""lon"": -73.918328}, {""cam"": ""fde1748c-7c0f-4df8-8acd-120df29a9305"", ""name"": ""Atlantic Ave @ Eastern Pkwy"", ""t"": 1783209824000, ""lat"": 40.67635, ""lon"": -73.908282}, {""cam"": ""0bbea8bd-10f1-4126-b3c5-9e9432eab749"", ""name"": ""Atlantic Ave @ Pennsylvania Ave"", ""t"": 1783209879600, ""lat"": 40.675787, ""lon"": -73.896898}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783210333900, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210343900, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783210395600, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210415600, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783210462800, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783210516700, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210520700, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783210524700, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210536700, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783210578900, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783210642900, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210646900, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783210658900, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783210710600, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210724600, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210774100, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783210839900, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210851900, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783210857900, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210910000, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783210914000, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783210977700, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210981700, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783211046200, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""cb68b8b1-9093-4f2e-acf2-8133b047e8df"", ""name"": ""Flatbush Ave @ Eastern Pkwy"", ""t"": 1783211056200, ""lat"": 40.672796, ""lon"": -73.969278}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783211117600, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783211127600, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783211191100, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""6851bbf7-e079-4379-b021-e5c7dafcb8c9"", ""name"": ""8 Ave @ 9 St"", ""t"": 1783211264200, ""lat"": 40.665895, ""lon"": -73.979249}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783211347200, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""2e43a9d0-1df8-4a38-ae20-2e0f359bb55d"", ""name"": ""Flatbush Ave @ Empire Blvd"", ""t"": 1783211418200, ""lat"": 40.663093, ""lon"": -73.96236}, {""cam"": ""2fe54994-17f6-499d-a3ab-8c6dc9dbda9e"", ""name"": ""Atlantic Ave @ Bedford Ave"", ""t"": 1783211501600, ""lat"": 40.678742, ""lon"": -73.953032}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783211592200, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783211659300, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783211745400, ""lat"": 40.666941, ""lon"": -73.981419}, {""cam"": ""a8f2d065-c266-4378-ac63-50b81677da84"", ""name"": ""C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5"", ""t"": 1783211827600, ""lat"": 40.649912, ""lon"": -73.975581}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783211932600, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""a8f2d065-c266-4378-ac63-50b81677da84"", ""name"": ""C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5"", ""t"": 1783211999400, ""lat"": 40.649912, ""lon"": -73.975581}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212180100, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""a8f2d065-c266-4378-ac63-50b81677da84"", ""name"": ""C2-PE-02-Ctr_at_Ft_Hamltn_Pkwy-Ex5"", ""t"": 1783212268900, ""lat"": 40.649912, ""lon"": -73.975581}, {""cam"": ""2fe54994-17f6-499d-a3ab-8c6dc9dbda9e"", ""name"": ""Atlantic Ave @ Bedford Ave"", ""t"": 1783212568200, ""lat"": 40.678742, ""lon"": -73.953032}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783212664700, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783212749200, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""f9608ba1-608f-4dad-a8aa-9a9c1978b363"", ""name"": ""McDonald Ave @ 10th Ave / 20th St"", ""t"": 1783212763200, ""lat"": 40.6553, ""lon"": -73.9817}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212844000, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""9a01683c-321a-421b-b9c3-056bbf851f25"", ""name"": ""C2-PE-06-WB_at_6th_Ave-Ex2"", ""t"": 1783212856000, ""lat"": 40.662666, ""lon"": -73.988692}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783212945100, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""2fe54994-17f6-499d-a3ab-8c6dc9dbda9e"", ""name"": ""Atlantic Ave @ Bedford Ave"", ""t"": 1783213046300, ""lat"": 40.678742, ""lon"": -73.953032}]"
dead884baca3352b,2026-07-05T00:02:42,2026-07-05T01:00:58,sedan,silver,2,42,13,58.3,0.87,0.41,"[{""cam"": ""2fe54994-17f6-499d-a3ab-8c6dc9dbda9e"", ""name"": ""Atlantic Ave @ Bedford Ave"", ""t"": 1783209762500, ""lat"": 40.678742, ""lon"": -73.953032}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783209828000, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783209834000, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""ed0f8bd4-fe44-4f86-98a9-91f45b446200"", ""name"": ""3 Ave @ Union St"", ""t"": 1783209887600, ""lat"": 40.678345, ""lon"": -73.985427}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783210335900, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783210339900, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210343900, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783210528700, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210578900, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210650900, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783210706600, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783210726600, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783210772100, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783210910000, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""40961631-fb83-4f48-8ffb-3385448d4e5f"", ""name"": ""7 Ave @ 18 St"", ""t"": 1783210926000, ""lat"": 40.660584, ""lon"": -73.987209}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783210983700, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783211046200, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783211066200, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783211117600, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783211127600, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""ed0f8bd4-fe44-4f86-98a9-91f45b446200"", ""name"": ""3 Ave @ Union St"", ""t"": 1783211201100, ""lat"": 40.678345, ""lon"": -73.985427}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783211264200, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""40961631-fb83-4f48-8ffb-3385448d4e5f"", ""name"": ""7 Ave @ 18 St"", ""t"": 1783211347200, ""lat"": 40.660584, ""lon"": -73.987209}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783211420200, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""40961631-fb83-4f48-8ffb-3385448d4e5f"", ""name"": ""7 Ave @ 18 St"", ""t"": 1783211511600, ""lat"": 40.660584, ""lon"": -73.987209}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783211743400, ""lat"": 40.666941, ""lon"": -73.981419}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783211837600, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783211918600, ""lat"": 40.666941, ""lon"": -73.981419}, {""cam"": ""ed0f8bd4-fe44-4f86-98a9-91f45b446200"", ""name"": ""3 Ave @ Union St"", ""t"": 1783212011400, ""lat"": 40.678345, ""lon"": -73.985427}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783212088900, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783212184100, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""ed0f8bd4-fe44-4f86-98a9-91f45b446200"", ""name"": ""3 Ave @ Union St"", ""t"": 1783212278900, ""lat"": 40.678345, ""lon"": -73.985427}, {""cam"": ""9a01683c-321a-421b-b9c3-056bbf851f25"", ""name"": ""C2-PE-06-WB_at_6th_Ave-Ex2"", ""t"": 1783212368500, ""lat"": 40.662666, ""lon"": -73.988692}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212463100, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""9a01683c-321a-421b-b9c3-056bbf851f25"", ""name"": ""C2-PE-06-WB_at_6th_Ave-Ex2"", ""t"": 1783212552200, ""lat"": 40.662666, ""lon"": -73.988692}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212660700, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783212767200, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212852000, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783212955100, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783213044300, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783213158900, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783213258700, ""lat"": 40.666941, ""lon"": -73.981419}]"
4b6b698e235809f0,2026-07-05T00:02:46,2026-07-05T01:01:10,sedan,red,4,40,17,58.4,0.87,0.37,"[{""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783209766500, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783209820000, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""2e0d5197-6073-411f-9d1a-326b30841679"", ""name"": ""Flushing Ave @ Williamsburg W St"", ""t"": 1783209889600, ""lat"": 40.698104, ""lon"": -73.962851}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783210339900, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""2293205b-2b15-44da-8220-6833a13c5a80"", ""name"": ""Ocean Pkwy @ Church Ave"", ""t"": 1783210407600, ""lat"": 40.644933, ""lon"": -73.974359}, {""cam"": ""5a9ebe48-fb36-4de7-8666-f50de83c7941"", ""name"": ""Flatbush Ave @ Nostrand Ave"", ""t"": 1783210516700, ""lat"": 40.632889, ""lon"": -73.947672}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783210650900, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783210722600, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783210778100, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""1c51b3ec-3d29-4025-928d-4e182e7c0bd5"", ""name"": ""Grand Army Plaza"", ""t"": 1783210851900, ""lat"": 40.672744, ""lon"": -73.968781}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783210912000, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783210924000, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""2fe54994-17f6-499d-a3ab-8c6dc9dbda9e"", ""name"": ""Atlantic Ave @ Bedford Ave"", ""t"": 1783210989700, ""lat"": 40.678742, ""lon"": -73.953032}, {""cam"": ""2064d8ab-597a-45d8-a3c9-5ab95a4e69e6"", ""name"": ""7 Ave @ Union St"", ""t"": 1783211064200, ""lat"": 40.674443, ""lon"": -73.975468}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783211117600, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783211127600, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""053afe02-e1b3-4bea-9995-787e72c7fff4"", ""name"": ""Atlantic Ave @ Barclays Center"", ""t"": 1783211191100, ""lat"": 40.683572, ""lon"": -73.976083}, {""cam"": ""2e43a9d0-1df8-4a38-ae20-2e0f359bb55d"", ""name"": ""Flatbush Ave @ Empire Blvd"", ""t"": 1783211272200, ""lat"": 40.663093, ""lon"": -73.96236}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783211349200, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""f9608ba1-608f-4dad-a8aa-9a9c1978b363"", ""name"": ""McDonald Ave @ 10th Ave / 20th St"", ""t"": 1783211424200, ""lat"": 40.6553, ""lon"": -73.9817}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783211503600, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""6851bbf7-e079-4379-b021-e5c7dafcb8c9"", ""name"": ""8 Ave @ 9 St"", ""t"": 1783211582200, ""lat"": 40.665895, ""lon"": -73.979249}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783211667300, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""f9608ba1-608f-4dad-a8aa-9a9c1978b363"", ""name"": ""McDonald Ave @ 10th Ave / 20th St"", ""t"": 1783211751400, ""lat"": 40.6553, ""lon"": -73.9817}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783211831600, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783211924600, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""40961631-fb83-4f48-8ffb-3385448d4e5f"", ""name"": ""7 Ave @ 18 St"", ""t"": 1783212005400, ""lat"": 40.660584, ""lon"": -73.987209}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783212088900, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212196100, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783212284900, ""lat"": 40.666941, ""lon"": -73.981419}, {""cam"": ""f801cf2f-cd02-4077-aa53-99ee8a00e1ab"", ""name"": ""3 Ave @ Atlantic Ave"", ""t"": 1783212376500, ""lat"": 40.685487, ""lon"": -73.98067}, {""cam"": ""9955d671-39ad-4fb7-b63e-4e78cf6ac157"", ""name"": ""Flatbush Ave and 4 Ave"", ""t"": 1783212469100, ""lat"": 40.6838924508798, ""lon"": -73.9779424667358}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783212473100, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}, {""cam"": ""3c079db6-117c-4e79-94ed-5178c1517091"", ""name"": ""Prospect Expwy @ Prospect Park W @ 19 St"", ""t"": 1783212570200, ""lat"": 40.657227, ""lon"": -73.983247}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212664700, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""2e43a9d0-1df8-4a38-ae20-2e0f359bb55d"", ""name"": ""Flatbush Ave @ Empire Blvd"", ""t"": 1783212860000, ""lat"": 40.663093, ""lon"": -73.96236}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783212951100, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""089d8066-4e5e-4549-9496-a5f4ffb56ef5"", ""name"": ""7 Ave @ 9 St"", ""t"": 1783213054300, ""lat"": 40.666941, ""lon"": -73.981419}, {""cam"": ""d401c83b-2f78-49dd-8974-14c819a992b2"", ""name"": ""C2-PE-05-Ctr_at_7th_Ave-Ex4"", ""t"": 1783213148900, ""lat"": 40.660049, ""lon"": -73.986988}, {""cam"": ""fa287d30-44a9-48ef-90d6-5ab0a54eab15"", ""name"": ""Flatbush Ave and Atlantic Ave"", ""t"": 1783213270700, ""lat"": 40.6832090346707, ""lon"": -73.9769983291626}]"
